price,location,land_size,no_of_flat,no_of_bedroom,no_of_bathroom,furnishing,facing,road_size
Rs. 2.75Cr ,"Wasik, Kathmandu",2.2 aana,2,9,4,Un-Furnished,West,13 Feet 
Price on call,"New Road, Kathmandu",2.2 aana,5,9,4,Un-Furnished,South,35 Feet 
Rs. 2.25Cr ,"Bojepokhari, Lalitpur",2.2 aana,2.5,7,3,Un-Furnished,North,13 Feet 
Rs. 2.5Cr ,"Imadol, Lalitpur",2.2 aana,3,7,6,Un-Furnished,East,13 Feet 
Rs. 2.8Cr ,"Sanagaun, Lalitpur",5.3 aana,3,6,6,Un-Furnished,East,15 Feet 
Rs. 2.6Cr ,"Imadol, Lalitpur",2.2 aana,3,5,3,Un-Furnished,South,13 Feet 
Rs. 2.8Cr ,"Imadol, Lalitpur",2.2 aana,3,4,4,Un-Furnished,West,13 Feet 
Rs. 2.7Cr ,"Imadol, Lalitpur",3.2 aana,2.5,5,4,Un-Furnished,West,13 Feet 
Rs. 2.9Cr ,"Old Baneshwor, Kathmandu",3.2 aana,4.5,22,8,Un-Furnished,South,6 Feet 
Rs. 3.25Cr ,"Imadol, Lalitpur",3.3 aana,3,5,5,Un-Furnished,North-West,16 Feet 
Rs. 2.7Cr ,"Harisiddhi, Lalitpur",3.3 aana,2.5,3,4,Un-Furnished,South,20 Feet 
Rs. 6.5Cr ,"Deuwa chowk, Kathmandu",3.3 aana,2.5,4,5,Un-Furnished,South,14 Feet 
Rs. 2.75Cr ,"Imadol, Lalitpur",3.3 aana,3.5,5,4,Un-Furnished,South-West,13 Feet 
Rs. 2.3Cr ,"Thamel, Kathmandu",2.3 aana,3,5,4,Un-Furnished,East,10 Feet 
Rs. 5.75Cr ,"Budhanilkantha, Kathmandu",5.2 aana,2.5,5,4,Full-Furnished,South-East,13 Feet 
Rs. 10Cr ,"Sitapaila, Kathmandu",5.2 aana,2.5,4,4,Un-Furnished,West,13 Feet 
Price on call,"Budhanilkantha, Kathmandu",5.2 aana,2.5,4,4,Un-Furnished,East,13 Feet 
Rs. 5.5Cr ,"Narayanthan , Kathmandu",5.2 aana,2.5,7,4,Un-Furnished,East,10 Feet 
Rs. 3.5Cr ,"Sanepa, Lalitpur",2.5 aana,3,3,2,Semi-Furnished,South-East,13 Feet 
Rs. 2.2Cr ,"Omsatiya, Rupandehi",0.12 kattha,3,4,4,Semi-Furnished,East,23 Feet 
Rs. 2.2Cr ,"Omsatiya, Rupandehi",0.12 kattha,2.5,4,4,Semi-Furnished,East,23 Feet 
Rs. 7.6Cr ,"Baluwatar, Kathmandu",0.12 kattha,3.5,8,10,Semi-Furnished,South,10 Feet 
Rs. 7.35Cr ,"Manamaiju, Kathmandu",9.1 aana,3.5,4,3,Semi-Furnished,South-East,13 Feet 
Rs. 2.3Cr ,"Greenhill City, Kathmandu",9.1 aana,2.5,5,3,Un-Furnished,South-East,13 Feet 
Rs. 3.9Cr ,"Budhanilkantha, Kathmandu",9.1 aana,2.5,6,6,Un-Furnished,South-West,14 Feet 
Rs. 3.5Cr ,"Sainbu, Lalitpur",9.1 aana,3,7,4,Full-Furnished,South-East,18 Feet 
Rs. 1.6Cr,"Thali, Kathmandu",2.2 aana,2.5,5,3,Semi-Furnished,East,12 Feet 
Rs. 2.8Cr ,"Balkot, Bhaktapur",3.3 aana,3,5,5,Semi-Furnished,West,13 Feet 
Rs. 4Cr ,"Budhanilkantha, Kathmandu",3.3 aana,3,10,4,Semi-Furnished,West,16 Feet 
Rs. 2.25Cr ,"Pasikot, Kathmandu",3.2 aana,2.5,10,4,Un-Furnished,South,20 Feet 
Rs. 1.9Cr ,"Bhaisepati, Lalitpur",3.2 aana,2.5,4,3,Semi-Furnished,South,5 Feet 
Rs. 90Lac ,"Yogikuti, Rupandehi",0.5 kattha,1.5,2,1,Un-Furnished,North,10 Feet 
Rs. 2.65Cr ,"Jyotinagar, Kathmandu",0.5 kattha,2,2,1,Un-Furnished,South,20 Feet 
Rs. 3Cr/aana,"Bagdurbar, Kathmandu",0.5 kattha,4.5,2,1,Un-Furnished,South,13 Feet 
Rs. 5.55Cr ,"Pepsicola, Kathmandu",6.2 aana,3.5,6,6,Semi-Furnished,South,20 Feet 
Rs. 8.5Cr ,"Bijulibajar, Kathmandu",6.2 aana,4,8,6,Un-Furnished,South-East,12 Feet 
Rs. 3.38Cr ,"Sundarbasti, Kathmandu",3.2 aana,2.5,4,3,Un-Furnished,East,13 Feet 
Rs. 3.25Cr ,"Ghattekulo, Kathmandu",3.2 aana,3.5,6,3,Un-Furnished,East,18 Feet 
Rs. 4.5Cr ,"Bhangal , Kathmandu",5.1 aana,3,7,6,Semi-Furnished,South-West,13 Feet 
Rs. 7.3Cr ,"Lele, Lalitpur",5.1 aana,2.5,4,3,Un-Furnished,South-East,20 Feet 
Rs. 2.5Cr ,"Syuchatar, Kathmandu",5.1 aana,2.5,4,3,Un-Furnished,East,16 Feet 
Rs. 3.9Cr ,"Khusibu Town Planning, Kathmandu",5.1 aana,2.5,4,3,Un-Furnished,West,26 Feet 
Rs. 6Cr ,"Imadol, Lalitpur",5.1 aana,2.5,6,3,Semi-Furnished,East,13 Feet 
Rs. 16Cr ,"Samakhusi, Kathmandu",5.1 aana,5,6,3,Un-Furnished,East,24 Feet 
Rs. 2.15Cr ,"Imadol, Lalitpur",2.3 aana,3,3,3,Semi-Furnished,East,13 Feet 
Rs. 6Cr ,"Mahadevtar, Kathmandu",10.2 aana,3.5,5,4,Un-Furnished,South-West,13 Feet 
Rs. 2.75Cr ,"Balambu, Kathmandu",10.2 aana,2.5,5,4,Full-Furnished,South-East,13 Feet 
Rs. 5.8Cr ,"Ganesh Chowk, Kathmandu",10.2 aana,3.5,8,3,Un-Furnished,North,20 Feet 
Rs. 4.25Cr ,"Bhaisepati, Lalitpur",10.2 aana,3,7,3,Semi-Furnished,South,20 Feet 
Rs. 2.75Cr ,"Makalbari, Kathmandu",3.3 aana,3,8,3,Semi-Furnished,South-East,12 Feet 
Rs. 5Cr ,"Thaiba, Lalitpur",3.3 aana,2.5,3,3,Semi-Furnished,South,20 Feet 
Rs. 4.25Cr ,"Imadol, Lalitpur",3.3 aana,2.5,3,3,Full-Furnished,South,14 Feet 
Rs. 5.65Cr ,"Tahachal, Kathmandu",4.1 aana,2.5,4,5,Full-Furnished,North,20 Feet 
Rs. 3.1Cr ,"Lasuntar, Kathmandu",4.1 aana,2.5,4,3,Un-Furnished,East,13 Feet 
Rs. 2.25Cr ,"Imadol, Lalitpur",4.1 aana,1,6,3,Full-Furnished,East,16 Feet 
Rs. 4.5Cr ,"Imadol, Lalitpur",4.1 aana,2.5,4,3,Semi-Furnished,South,16 Feet 
Rs. 4.25Cr ,"Imadol, Lalitpur",4.1 aana,2.5,3,3,Full-Furnished,South,14 Feet 
Rs. 2.2Cr ,"Lubhu, Lalitpur",4.1 aana,2.5,5,4,Un-Furnished,South,13 Feet 
Rs. 8.5Cr ,"Thecho, Lalitpur",9.3 aana,2.5,6,5,Full-Furnished,South,12 Feet 
Rs. 2Cr ,"Nakhipot, Lalitpur",2.5 aana,2.5,4,3,Full-Furnished,East,13 Feet 
Rs. 5.5Cr ,"Naxal, Kathmandu",2.5 aana,2.5,3,3,Full-Furnished,West,13 Feet 
Rs. 3.6Cr ,"Dhaksi, Kathmandu",2.5 aana,2.5,7,7,Semi-Furnished,East,20 Feet 
Rs. 3.7Cr ,"Bafal, Kathmandu",3.2 aana,2.5,4,3,Full-Furnished,North-East,14 Feet 
Price on call,"Pokhara, Kaski",3.3 aana,2.5,3,3,Semi-Furnished,North,18 Feet 
Rs. 3.4Cr ,"Banasthali, Kathmandu",3.3 aana,3,6,4,Full-Furnished,East,13 Feet 
Rs. 5.75Cr ,"Budhanilkantha, Kathmandu",3.3 aana,2.5,4,3,Full-Furnished,South,12 Feet 
Rs. 12Cr ,"Chabahil, Kathmandu",3.3 aana,1.5,3,2,Full-Furnished,North,16 Feet 
Rs. 2.2Cr ,"Thankot, Kathmandu",3.3 aana,2.5,6,3,Full-Furnished,West,10 Feet 
Price on call,"Bhaisepati, Lalitpur",4.2 aana,2,3,4,Full-Furnished,East,26 Feet 
Rs. 1.5Cr ,"Danchhi, Kathmandu",3.1 aana,1,2,1,Un-Furnished,South,10 Feet 
Rs. 1.68Cr ,"New Baneshwor, Kathmandu",1.1 aana,3.5,3,3,Un-Furnished,East,20 Feet 
Price on call,"Gahana Pokhari, Kathmandu",9.3 aana,2.5,4,4,Full-Furnished,South-East,13 Feet 
Rs. 1.73Cr ,"Kadaghari, Kathmandu",9.3 aana,2.5,1,1,Full-Furnished,South,5 Feet 
Rs. 7.7Cr ,"Hattigaunda, Kathmandu",6.2 aana,2.5,4,5,Semi-Furnished,West,30 Feet 
Rs. 2.2Cr ,"Mahadevsthan, Kathmandu",6.2 aana,2.5,6,3,Semi-Furnished,South,10 Feet 
Rs. 13.5Cr ,"Bhaisepati, Lalitpur",6.2 aana,2.5,7,5,Un-Furnished,South,16 Feet 
Rs. 2.1Cr ,"Gothatar, Kathmandu",6.2 aana,2.5,5,3,Semi-Furnished,South,10 Feet 
Rs. 6Cr ,"Kalanki, Kathmandu",6.2 aana,5,1,1,Semi-Furnished,West,10 Meter
Rs. 2.65Cr ,"Dhalmal, Kathmandu",3.2 aana,2.5,6,4,Semi-Furnished,West,13 Feet 
Rs. 1.95Cr ,"Imadol, Lalitpur",3.2 aana,2.5,5,4,Semi-Furnished,South,13 Feet 
Rs. 8.5Cr ,"Sainbu, Lalitpur",7.3 aana,2.5,5,4,Full-Furnished,North-East,17 Feet 
Rs. 2.3Cr ,"Saraswotinagar, Kathmandu",7.3 aana,2,3,2,Un-Furnished,West,27 Feet 
Rs. 3.25Cr ,"Thecho, Lalitpur",7.3 aana,2.5,5,5,Full-Furnished,North,13 Feet 
Rs. 2.6Cr ,"Thecho, Lalitpur",7.3 aana,2.5,4,3,Full-Furnished,South,10 Feet 
Rs. 2.95Cr,"Imadol, Lalitpur",3.2 aana,2.5,8,3,Semi-Furnished,North,13 Feet 
Rs. 1.9Cr , Lalitpur,2.3 aana,2.5,4,3,Semi-Furnished,South,13 Feet 
Rs. 6.8Cr ,"Baluwatar, Kathmandu",8.2 aana,2.5,6,3,Un-Furnished,East,14 Feet 
Rs. 1.55Cr ,"Dhapasi, Kathmandu",2.2 aana,1,4,2,Full-Furnished,South,5 Feet 
Rs. 2.2Cr ,"Tikathali, Lalitpur",2.2 aana,2.5,6,5,Semi-Furnished,South-East,13 Meter
Rs. 3.45Cr ,"Budhanilkantha, Kathmandu",3.2 aana,2.5,6,3,Semi-Furnished,South-East,13 Feet 
Price on call,"Thecho, Lalitpur",4.2 aana,2.5,5,5,Semi-Furnished,North,20 Feet 
Rs. 2.5Cr ,"Hattidanda, Kathmandu",3.2 aana,2.5,6,3,Semi-Furnished,East,13 Feet 
Rs. 5.49Cr ,"Golfutar, Kathmandu",3.2 aana,2,5,5,Semi-Furnished,North-East,13 Feet 
Rs. 7.5Cr ,"Dhapasi, Kathmandu",9.2 aana,2.5,6,6,Semi-Furnished,North-East,13 Feet 
Price on call,"Butwal, Rupandehi",9.2 aana,2.5,8,2,Semi-Furnished,North,10-12 Feet
Price on call,"Mandikhatar, Kathmandu",9.2 aana,2.5,11,2,Semi-Furnished,North,10 Feet 
Price on call,"Dhumbarahi, Kathmandu",4.1 aana,3.5,11,2,Semi-Furnished,North,12 Feet 
Rs. 70Lac/aana,"Chhauni, Kathmandu",4.1 aana,2,11,2,Semi-Furnished,North,10-12 Feet 
Rs. 3.8Cr ,"Dhapakhel, Lalitpur",4.1 aana,3.5,11,2,Semi-Furnished,West,20 Feet 
Rs. 6.75Cr ,"Mid Baneshwor, Kathmandu",4.1 aana,2.5,5,4,Semi-Furnished,East,26 Feet 
Rs. 4Cr ,"Gatthaghar, Bhaktapur",5.2 aana,2.5,5,4,Semi-Furnished,West,13 Feet 
Rs. 5.5Cr ,"Hepali Height, Kathmandu",5.2 aana,2.5,5,5,Semi-Furnished,North-East,15 Feet 
Rs. 3.1Cr ,"Kapan, Kathmandu",4.3 aana,2,5,5,Semi-Furnished,South-East,13 Feet 
Rs. 2.2Cr ,"Thulobharyang, Kathmandu",3.3 aana,2.5,4,3,Semi-Furnished,South-East,13 Feet 
Rs. 3.2Cr ,"Bhangal , Kathmandu",3.1 aana,2.5,5,6,Semi-Furnished,North,13 Feet 
Rs. 2Cr ,"Bharatpur, Chitwan",3.1 aana,2.5,6,2,Semi-Furnished,North,12-18 Feet 
Rs. 3.85Cr ,"Sukedhara, Kathmandu",3.1 aana,2.5,6,2,Semi-Furnished,North,13 Feet 
Rs. 2.5Cr ,"Kapan, Kathmandu",3.1 aana,2.5,6,2,Semi-Furnished,North,13 Feet 
Rs. 2.8Cr ,"Aakasedhara, Kathmandu",4.2 aana,3.5,6,2,Semi-Furnished,North,10-12 Feet 
Rs. 3.45Cr ,"Budhanilkantha, Kathmandu",4.2 aana,2.5,6,5,Semi-Furnished,West,13 Feet 
Rs. 4Cr ,"Nagarjun, Kathmandu",3.2 aana,2.5,4,6,Semi-Furnished,West,10-12 Feet
Rs. 3.25Cr ,"Grande Villa, Kathmandu",3.2 aana,2,3,3,Semi-Furnished,West,14 Feet
Rs. 1.2Cr ,"Matatirtha, Kathmandu",3.2 aana,1.5,2,2,Semi-Furnished,North-East,12 Feet 
Rs. 1.9Cr ,"Grande Hospital, Kathmandu",3.2 aana,1,3,1,Semi-Furnished,North,10 Feet 
Rs. 10Cr ,"Bhaisepati, Lalitpur",3.2 aana,2,4,3,Semi-Furnished,North,10-15 Feet 
Rs. 5.5Cr ,"Budhanilkantha, Kathmandu",3.2 aana,2.5,3,3,Semi-Furnished,North,10-12 Feet 
Rs. 1.6Cr ,"Lambagar, Kathmandu",3.2 aana,2.5,4,2,Semi-Furnished,South-East,8 Feet 
Rs. 2.1Cr ,"Satungal, Kathmandu",3.2 aana,3,7,3,Semi-Furnished,South-East,13 Feet 
Rs. 3.9Cr ,"Kapan, Kathmandu",3.2 aana,3.5,6,3,Semi-Furnished,East,12 Feet 
Rs. 4.5Cr ,"Bhaisepati, Lalitpur",5.2 aana,2.5,5,5,Semi-Furnished,West,14 Feet 
Rs. 10Cr ,"Kupandole, Lalitpur",5.2 aana,2.5,4,3,Semi-Furnished,South,16 Feet 
Rs. 3.1Cr ,"Ekatabasti, Kathmandu",5.2 aana,2.5,6,4,Semi-Furnished,East,13 Feet 
Rs. 2.35Cr ,"Sitapaila, Kathmandu",2.2 aana,2.5,3,3,Semi-Furnished,South-East,13 Feet 
Rs. 2Cr ,"Pokhara, Kaski",2.3 aana,2,3,2,Semi-Furnished,South-East,13 Feet 
Rs. 3.6Cr ,"Nakkhu, Lalitpur",4.1 aana,2.5,4,5,Semi-Furnished,South-West,13 Feet 
Rs. 15Lac ,"Janakpur, Dhanusa",1.7 aana,2.5,4,5,Semi-Furnished,East,20 Feet 
Rs. 8.5Cr ,"Lakeside, Kaski",8.2 aana,4,10,8,Semi-Furnished,South,15 Feet
Rs. 2.85Cr ,"Pasikot, Kathmandu",8.2 aana,2.5,4,3,Semi-Furnished,South-East,13 Feet 
Rs. 55Cr ,"Gongabu, Kathmandu",8.2 aana,6,4,3,Semi-Furnished,West,20 Feet 
Rs. 3.75Cr ,"Pokhara, Kaski",8.2 aana,2.5,9,5,Semi-Furnished,West,15 Feet 
Rs. 1.78Cr ,"Gajuri, Dhading",8.2 aana,2,10,2,Semi-Furnished,North,32+ Feet 
Price on call,"Halgadha, Sunsari",8.2 aana,2.5,6,2,Semi-Furnished,East,12-18 Feet 
Rs. 2.2Cr ,"Gairi Gaun, Kathmandu",3.3 aana,2.5,5,3,Semi-Furnished,South-East,13 Feet 
Rs. 3Cr ,"Gurjudhara, Kathmandu",3.3 aana,2.5,8,6,Semi-Furnished,South-East,26 Feet 
Rs. 1Cr ,"Bansbari, Kathmandu",3.3 aana,1,8,6,Semi-Furnished,South-East,13 Feet 
Rs. 2Cr ,"Hattiban, Lalitpur",3.3 aana,2,4,2,Semi-Furnished,South-East,14 Feet 
Rs. 3.5Cr ,"Aarubari, Kathmandu",3.3 aana,2.5,5,3,Semi-Furnished,East,12 Feet 
Rs. 2.4Cr ,"Imadol, Lalitpur",3.2 aana,2.5,4,3,Semi-Furnished,East,13 Feet 
Rs. 2.7Cr ,"Imadol, Lalitpur",3.2 aana,2.5,5,3,Semi-Furnished,South-West,14 Feet 
Rs. 3.75Cr ,"Ghattekulo, Kathmandu",3.2 aana,4.5,5,3,Semi-Furnished,South-West,9 Feet 
Rs. 4Cr ,"Bhangal , Kathmandu",3.2 aana,2.5,5,4,Semi-Furnished,East,20 Feet 
Rs. 3.5Cr ,"Rudreshwor, Kathmandu",3.2 aana,2.5,5,4,Semi-Furnished,East,10 Feet 
Rs. 2.9Cr ,"Matatirtha, Kathmandu",4.2 aana,3,5,6,Semi-Furnished,North-West,13 Feet 
Rs. 1.3Cr ,"Dharmasthali, Kathmandu",3.2 aana,1,3,1,Semi-Furnished,West,13 Feet 
Rs. 14Cr ,"Naxal, Kathmandu",3.2 aana,2,3,1,Semi-Furnished,East,13 Feet 
Rs. 3.6Cr ,"Imadol, Lalitpur",3.2 aana,3,4,1,Semi-Furnished,North,13 Feet 
Rs. 1.2Cr ,"Goldhunga, Kathmandu",3.2 aana,1,2,1,Semi-Furnished,East,10 Feet 
Rs. 2.6Cr ,"Thaiba, Lalitpur",3.2 aana,3,2,1,Semi-Furnished,East,12-14 Feet 
Rs. 5.9Cr ,"Bhaisepati, Lalitpur",3.2 aana,2.5,4,4,Semi-Furnished,East,12-18 Feet 
Rs. 3.65Cr ,"Budhanilkantha, Kathmandu",3.2 aana,2.5,6,3,Semi-Furnished,East,13 Feet 
Rs. 2.75Cr ,"Nayabazar, Kathmandu",3.2 aana,3,6,3,Semi-Furnished,East,12-18 Feet 
Rs. 2.5Cr ,"Nagaun, Kathmandu",3.2 aana,3.5,6,3,Semi-Furnished,East,12-18 Feet 
Rs. 3.2Cr ,"Kalopool, Kathmandu",4.2 aana,1,2,2,Semi-Furnished,South,5 Feet 
Rs. 4.75Cr ,"Naikap, Kathmandu",8.2 aana,3,7,6,Semi-Furnished,North,13 Feet 
Rs. 3.75Cr ,"Bafal, Kathmandu",8.2 aana,2,7,4,Semi-Furnished,East,13 Feet 
Rs. 9Cr ,"Bafal, Kathmandu",8.2 aana,3,6,4,Semi-Furnished,South,20 Feet 
Rs. 2.24Cr ,"Nepaltar, Kathmandu",3.1 aana,3,8,4,Semi-Furnished,South,13 Feet 
Rs. 8.5Cr ,"Ramkot, Kathmandu",7.2 aana,6,30,11,Semi-Furnished,South,30 Feet 
Rs. 6.4Cr ,"Bhaisepati, Lalitpur",7.2 aana,2.5,4,5,Semi-Furnished,South,20 Feet 
Rs. 4Cr ,"Taulung, Kathmandu",7.2 aana,1.5,2,2,Semi-Furnished,South,14 Feet 
Rs. 23.5Cr ,"Bouddha, Kathmandu",6.2 aana,1.5,2,2,Semi-Furnished,East,20 Feet 
Rs. 1.96Cr ,"Nepaltar, Kathmandu",6.2 aana,4,11,5,Semi-Furnished,East,9 Feet 
Rs. 2.84Cr ,"Jarankhu, Kathmandu",6.2 aana,3,5,5,Semi-Furnished,East,22 Feet 
Rs. 1.62Cr ,"Nepaltar, Kathmandu",6.2 aana,4,9,6,Semi-Furnished,East,9 Feet 
Rs. 3.45Cr ,"Hattigaunda, Kathmandu",4.2 aana,2,5,5,Semi-Furnished,East,13 Feet 
Rs. 4.2Cr ,"Basundhara, Kathmandu",4.2 aana,2.5,6,5,Semi-Furnished,South-East,16 Feet 
Rs. 4.3Cr ,"Imadol, Lalitpur",3.2 aana,2.5,4,4,Semi-Furnished,East,14 Feet 
Rs. 5.86Cr ,"Bhaisepati, Lalitpur",4.1 aana,3,4,5,Semi-Furnished,East,20 Feet 
Rs. 6.35Cr ,"Sanepa, Lalitpur",4.1 aana,2.5,5,5,Semi-Furnished,North-West,14 Feet 
Rs. 2.35Cr ,"Bafal, Kathmandu",2.2 aana,2.5,6,2,Semi-Furnished,North,12 Feet 
Rs. 3.99Cr ,"Nakkhu, Lalitpur",2.2 aana,2,4,4,Semi-Furnished,East,13 Feet 
Rs. 6.6Cr ,"Balkumari, Lalitpur",7.1 aana,4.5,3,6,Semi-Furnished,North-East,16 Feet 
Rs. 2.19Cr ,"Nepaltar, Kathmandu",7.1 aana,3.5,3,6,Semi-Furnished,East,11 Feet 
Rs. 3.8Cr ,"Dhumbarahi, Kathmandu",7.1 aana,2.5,3,3,Semi-Furnished,East,10 Feet 
Rs. 7.4Cr ,"Sanobharyang, Kathmandu",7.1 aana,3.5,8,4,Semi-Furnished,South,13 Feet 
Rs. 3.75Cr ,"Sunakothi, Lalitpur",7.1 aana,2.5,4,4,Semi-Furnished,South,20 Feet 
Rs. 8.5Cr ,"Bhaisepati, Lalitpur",7.1 aana,2.5,5,7,Semi-Furnished,South,14 Feet 
Rs. 2Cr ,"Bhaktapur, Bhaktapur",7.1 aana,2,2,2,Semi-Furnished,South,9-12 Feet 
Rs. 3.45Cr ,"Hattigaunda, Kathmandu",6.1 aana,2,7,4,Semi-Furnished,South,14 Feet 
Rs. 3.4Cr ,"Pasikot, Kathmandu",6.1 aana,2.5,5,4,Semi-Furnished,South-East,13 Feet 
Rs. 3.75Cr ,"Sunakothi, Lalitpur",6.1 aana,2.5,3,4,Semi-Furnished,North-East,20 Feet 
Rs. 7.8Cr ,"Bhaisepati, Lalitpur",6.1 aana,2.5,4,5,Semi-Furnished,North-East,13  Feet 
Rs. 6.25Cr ,"Sitapaila, Kathmandu",7.2 aana,2.5,4,5,Semi-Furnished,North-East,14-20 Feet 
Rs. 4.1Cr ,"Chardobato, Bhaktapur",4.2 aana,3.5,6,6,Semi-Furnished,South,20 Feet 
Rs. 3.8Cr ,"Gothatar, Kathmandu",4.2 aana,2.5,8,5,Semi-Furnished,East,10 Feet 
Rs. 3Cr ,"Grande Hospital, Kathmandu",3.2 aana,3,12,5,Semi-Furnished,North-West,13 Feet 
Rs. 5Cr ,"Nakhipot, Lalitpur",5.1 aana,3.5,5,6,Semi-Furnished,North-West,16-22 Feet 
Rs. 5.5Cr ,"Khumaltar, Lalitpur",5.1 aana,3,3,4,Semi-Furnished,South,13 Feet 
Rs. 2.3Cr ,"Gaurighat, Kathmandu",5.1 aana,2.5,3,4,Semi-Furnished,West,13 Feet 
Rs. 3Lac/m,"Gairidhara, Kathmandu",5.1 aana,2.5,5,5,Semi-Furnished,West,12-18 Feet 
Rs. 2.85Cr ,"Bhangal , Kathmandu",3.2 aana,2.5,4,3,Semi-Furnished,East,8-10 Feet 
Rs. 3.9Cr ,"Budhanilkantha, Kathmandu",3.2 aana,3,6,6,Semi-Furnished,South-West,13-16 Feet 
Rs. 4.15Cr ,"Nagdaha, Lalitpur",3.2 aana,2.5,4,4,Semi-Furnished,South-West,20 Feet 
Rs. 4.19Cr ,"Godawari, Lalitpur",3.2 aana,2.5,5,4,Semi-Furnished,South-West,20 Feet
Rs. 3.65Cr ,"Bafal, Kathmandu",3.2 aana,3,5,4,Semi-Furnished,South,13 Feet 
Price on call,"Bhaisepati, Lalitpur",8.2 aana,2.5,6,7,Semi-Furnished,South,13 Feet 
Price on call,"Nakhipot, Lalitpur",3.2 aana,2.5,4,4,Semi-Furnished,South,20 Feet 
Rs. 14Cr ,"Kupandole, Lalitpur",3.2 aana,6.5,4,4,Semi-Furnished,East,40 Feet 
Rs. 2.35Cr ,"Banasthali, Kathmandu",2.5 aana,4,3,3,Semi-Furnished,East,13 Feet 
Rs. 4.5Cr ,"Kumaripati, Lalitpur",2.5 aana,3.5,7,4,Semi-Furnished,South,5 Feet 
Rs. 3.15Cr ,"Swoyambhu, Kathmandu",3.1 aana,3.5,7,4,Semi-Furnished,North-West,10 Feet 
Rs. 3.7Cr ,"Bafal, Kathmandu",3.2 aana,2.5,4,3,Semi-Furnished,North-East,12-14 Feet 
Price on call,"Imadol, Lalitpur",3.2 aana,2.5,4,3,Semi-Furnished,North,12 Feet 
Rs. 3.8Cr ,"Taukhel, Lalitpur",4.2 aana,2.5,5,4,Semi-Furnished,North,20 Feet 
Price on call,"Budhanilkantha, Kathmandu",4.2 aana,2.5,5,5,Semi-Furnished,South,14 Feet 
Price on call,"Sukedhara, Kathmandu",7.2 aana,2.5,5,3,Semi-Furnished,South-East,14 Feet 
Rs. 4Cr ,"Budhanilkantha, Kathmandu",7.2 aana,2.5,6,6,Semi-Furnished,South-East,15 Feet 
Rs. 3Cr ,"Thulobharyang, Kathmandu",7.2 aana,2.5,4,3,Semi-Furnished,West,13 Feet 
Price on call,"Imadol, Lalitpur",7.2 aana,2.5,3,4,Semi-Furnished,North-East,12 Feet 
Rs. 6.2Cr ,"Chappal karkhana, Kathmandu",7.2 aana,2.5,4,4,Semi-Furnished,South-East,14 Feet 
Rs. 4Cr ,"Budhanilkantha, Kathmandu",7.2 aana,2.5,6,6,Semi-Furnished,South-East,15 Feet 
Rs. 3.8Cr ,"Pasikot, Kathmandu",5.1 aana,2.5,5,3,Semi-Furnished,South,14 Feet 
Rs. 2.5Cr ,"Gairi Gaun, Kathmandu",3.1 aana,3,5,3,Semi-Furnished,North,10 Feet 
Price on call,"Bhaisepati, Lalitpur",3.1 aana,2.5,4,4,Semi-Furnished,South,15 Feet 
Price on call,"Golfutar, Kathmandu",3.2 aana,2.5,5,4,Semi-Furnished,South-West,13 Feet 
Rs. 3.1Cr ,"Bhaisepati, Lalitpur",3.3 aana,2.5,5,4,Semi-Furnished,South-West,15 Feet 
Price on call,"Dhapasi, Kathmandu",3.3 aana,2.5,5,5,Semi-Furnished,South,14 Feet 
Price on call,"Naya Bazar, Kathmandu",3.3 aana,2.5,4,5,Semi-Furnished,South-East,20 Feet 
Rs. 11Cr ,"Thapathali, Kathmandu",3.3 aana,2.5,4,5,Semi-Furnished,South,13 Feet 
Rs. 3.25Cr ,"Bhaisepati, Lalitpur",3.3 aana,2.5,4,4,Semi-Furnished,South-East,13  Feet 
Price on call,"Ramkot, Kathmandu",6.1 aana,3.5,4,4,Semi-Furnished,North,22 Feet 
Rs. 7.75Cr ,"Thado Dhunga, Lalitpur",6.1 aana,2.5,5,4,Semi-Furnished,South-West,20 Feet 
Rs. 4.25Cr ,"Sunakothi, Lalitpur",6.1 aana,2.5,3,3,Semi-Furnished,South-East,20 Feet 
Rs. 3.8Cr ,"Pasikot, Kathmandu",5.1 aana,2.5,5,3,Semi-Furnished,South-West,14 Feet 
Rs. 5Cr ,"Rudreshwor, Kathmandu",5.1 aana,2.5,4,5,Semi-Furnished,South,13 Feet 
Rs. 2.9Cr ,"Golfutar, Kathmandu",3.2 aana,2.5,5,5,Semi-Furnished,West,16 Feet 
Price on call,"Budhanilkantha, Kathmandu",3.2 aana,2.5,5,5,Semi-Furnished,East,20 Feet
Rs. 2.95Cr ,"Goldhunga, Kathmandu",3.2 aana,2.5,4,3,Semi-Furnished,East,12 Feet 
Rs. 6.25Cr ,"Bhaisepati, Lalitpur",5.3 aana,2.5,3,3,Semi-Furnished,South-West,16 Feet 
Rs. 3.9Cr ,"Nakkhu, Lalitpur",5.3 aana,2.5,4,4,Semi-Furnished,East,13 Feet 
Price on call,"Mandikhatar, Kathmandu",5.3 aana,2.5,4,4,Semi-Furnished,East,14 Feet 
Rs. 3.25Cr ,"Bhaisepati, Lalitpur",3.3 aana,2.5,4,4,Semi-Furnished,South-West,13 Feet 
Price on call,"Nakkhu, Lalitpur",3.3 aana,2.5,4,5,Semi-Furnished,North,13 Feet 
Price on call,"Karyabinayak, Lalitpur",3.3 aana,2.5,4,3,Semi-Furnished,North-West,10-12 Feet 
